INFO|2025-02-05|12:23:48|scalesvc\bluetooth.py:L66|loop|Starting Bluetooth Scanner...
DEBUG|2025-02-05|12:23:49|scalesvc\bluetooth.py:L74|loop|Detected 4 device(s)...
DEBUG|2025-02-05|12:23:50|scalesvc\bluetooth.py:L74|loop|Detected 4 device(s)...
DEBUG|2025-02-05|12:23:51|scalesvc\bluetooth.py:L74|loop|Detected 4 device(s)...
DEBUG|2025-02-05|12:23:52|scalesvc\bluetooth.py:L74|loop|Detected 3 device(s)...
INFO|2025-02-05|12:23:52|scalesvc\bluetooth.py:L81|loop|Connecting to FF:03:00:66:02:DA ...
INFO|2025-02-05|12:23:53|scalesvc\bluetooth.py:L83|loop|Connected
INFO|2025-02-05|12:23:54|scalesvc\bluetooth.py:L87|loop|Pairing: True
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a00-0000-1000-8000-00805f9b34fb (Handle: 2): Device Name: bytearray(b'QN-Scale')
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a19-0000-1000-8000-00805f9b34fb (Handle: 5): Battery Level: bytearray(b'd')
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a29-0000-1000-8000-00805f9b34fb (Handle: 8): Manufacturer Name String: bytearray(b'Qing Niu Technology')
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a26-0000-1000-8000-00805f9b34fb (Handle: 10): Firmware Revision String: bytearray(b'V05.1')
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a23-0000-1000-8000-00805f9b34fb (Handle: 12): System ID: bytearray(b'\xda\x02f\x00\x03\xff')
DEBUG|2025-02-05|12:23:54|scalesvc\bluetooth.py:L96|loop|00002a25-0000-1000-8000-00805f9b34fb (Handle: 14): Serial Number String: bytearray(b'')
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L96|loop|0000fff1-0000-1000-8000-00805f9b34fb (Handle: 17): Vendor specific: Could not read characteristic handle 17: Protocol Error 0x02: Read Not Permitted
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L96|loop|0000fff2-0000-1000-8000-00805f9b34fb (Handle: 20): Vendor specific: Could not read characteristic handle 20: Protocol Error 0x02: Read Not Permitted
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L96|loop|0000ae01-0000-1000-8000-00805f9b34fb (Handle: 129): Vendor specific: Could not read characteristic handle 129: Protocol Error 0x02: Read Not Permitted
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L96|loop|0000ae02-0000-1000-8000-00805f9b34fb (Handle: 131): Vendor specific: Could not read characteristic handle 131: Protocol Error 0x02: Read Not Permitted
INFO|2025-02-05|12:23:55|scalesvc\bluetooth.py:L99|loop|Enable notifications: 0000fff1-0000-1000-8000-00805f9b34fb
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 12 11 ff da 02 66 00 03 ff 03 03 05 00 00 05 07 7d 
DEBUG|2025-02-05|12:23:55|scalesvc\decoder.py:L30|process|Unrecognized message type: 18
DEBUG|2025-02-05|12:23:55|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 12 11 ff da 02 66 00 03 ff 03 03 05 00 00 05 07 7d 
DEBUG|2025-02-05|12:23:55|scalesvc\decoder.py:L30|process|Unrecognized message type: 18
DEBUG|2025-02-05|12:23:56|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 12 11 ff da 02 66 00 03 ff 03 03 05 00 00 05 07 7d 
DEBUG|2025-02-05|12:23:56|scalesvc\decoder.py:L30|process|Unrecognized message type: 18
DEBUG|2025-02-05|12:23:56|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 12 11 ff da 02 66 00 03 ff 03 03 05 00 00 05 07 7d 
DEBUG|2025-02-05|12:23:56|scalesvc\decoder.py:L30|process|Unrecognized message type: 18
INFO|2025-02-05|12:23:56|scalesvc\bluetooth.py:L104|loop|Initializing parameters
DEBUG|2025-02-05|12:23:56|scalesvc\bluetooth.py:L44|handler|TX:0000fff2-0000-1000-8000-00805f9b34fb: 13 09 15 01 10 00 00 00 42 
DEBUG|2025-02-05|12:23:56|scalesvc\decoder.py:L30|process|Unrecognized message type: 19
DEBUG|2025-02-05|12:23:56|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 14 0b ff 00 00 01 00 00 00 00 1f 
DEBUG|2025-02-05|12:23:56|scalesvc\decoder.py:L30|process|Unrecognized message type: 20
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L58|weight|Scale not ready
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L58|weight|Scale not ready
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L58|weight|Scale not ready
INFO|2025-02-05|12:23:57|scalesvc\bluetooth.py:L115|loop|Initializing time
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L44|handler|TX:0000fff2-0000-1000-8000-00805f9b34fb: 02 dd 14 36 2f 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L30|process|Unrecognized message type: 2
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L58|weight|Scale not ready
DEBUG|2025-02-05|12:23:57|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:57|scalesvc\decoder.py:L58|weight|Scale not ready
DEBUG|2025-02-05|12:23:58|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:58|scalesvc\decoder.py:L58|weight|Scale not ready
DEBUG|2025-02-05|12:23:58|scalesvc\bluetooth.py:L42|handler|RX:0000fff1-0000-1000-8000-00805f9b34fb: 10 0b ff 23 dc 11 00 00 00 00 2a 
DEBUG|2025-02-05|12:23:58|scalesvc\decoder.py:L58|weight|Scale not ready
